Points,O.Points,Assists,O.Assists,Blocks,O.Blocks,DefensiveRebounds,O.DefensiveRebounds,Fouls,O.Fouls,FreeThrowsAttempted,O.FreeThrowsAttempted,FreeThrowsMade,O.FreeThrowsMade,OffensiveRebounds,O.OffensiveRebounds,Steals,O.Steals,ThreePointersAttempted,O.ThreePointersAttempted,ThreePointersMade,O.ThreePointersMade,Turnovers,O.Turnovers,TwoPointersMade,TwoPointersAttempted,O.TwoPointersMade,O.TwoPointersAttempted
97,102,13,19,8,7,33,32,23,30,38,28,30,23,20,8,7,2,14,21,3,9,11,11,29,72,26,55
84,98,16,29,2,4,37,37,23,19,26,27,17,19,9,4,6,7,17,18,1,7,10,9,32,65,29,62
104,79,25,21,2,6,32,28,17,25,29,17,23,11,11,10,7,4,19,11,7,4,7,11,30,57,28,67
89,102,17,32,6,8,34,33,14,22,27,19,19,12,6,8,6,6,12,16,2,6,17,15,32,62,36,68
119,114,25,20,0,3,30,30,22,20,28,29,23,24,21,11,7,4,17,24,4,8,11,13,42,81,33,57
112,116,22,20,4,3,34,27,25,17,23,30,18,26,10,6,8,8,29,20,10,8,18,14,32,53,33,61
99,92,25,24,6,2,27,21,14,16,22,17,18,12,10,10,9,11,17,14,9,6,17,12,27,51,31,62
121,101,29,25,3,5,30,28,19,21,25,23,21,21,13,16,9,6,29,16,10,4,12,15,35,58,34,72
93,87,14,16,3,7,38,31,21,24,26,29,24,21,10,14,1,5,23,17,7,2,10,4,24,57,30,71
98,95,19,15,2,7,30,29,14,17,17,13,14,6,13,7,4,4,27,17,10,7,8,8,27,56,34,61
98,88,23,22,9,0,39,28,26,25,26,24,17,21,14,11,4,6,14,25,7,7,18,12,30,64,23,64
115,99,33,22,3,6,29,25,15,18,17,13,13,7,8,11,9,4,24,16,12,8,10,18,33,59,34,65
110,97,25,15,5,6,32,26,28,23,31,33,27,25,8,11,9,9,21,19,7,6,18,18,31,53,27,55
85,102,19,17,8,5,29,34,23,11,14,32,10,20,14,14,6,9,16,12,3,6,14,11,33,72,32,72
89,99,19,28,3,5,29,33,16,22,38,22,30,14,13,8,4,8,9,12,5,3,13,8,22,63,38,62
93,109,23,20,0,4,25,34,22,15,22,30,15,21,15,6,9,3,14,31,6,16,8,12,30,70,20,38
96,99,16,18,8,2,32,30,23,22,32,24,28,17,7,8,5,3,13,25,2,8,12,9,31,60,29,60
100,106,23,29,4,1,27,30,19,18,22,24,20,18,8,12,9,6,16,20,6,6,12,14,31,64,35,63
131,133,24,29,5,0,27,39,29,25,37,39,30,30,8,11,11,4,27,23,9,13,12,22,37,65,32,61
109,104,17,15,1,5,29,27,24,21,35,31,27,28,12,8,10,4,29,21,10,6,11,13,26,49,29,56
106,96,24,20,7,5,30,32,16,17,19,30,14,23,13,18,9,4,20,25,8,7,8,11,34,70,26,62
83,98,22,24,3,4,34,35,26,14,17,33,14,20,11,9,6,8,23,31,7,12,12,14,24,61,21,45
86,95,17,13,5,1,31,38,34,23,17,34,14,22,11,23,5,8,17,9,6,1,18,13,27,66,35,82
108,95,24,20,11,6,32,27,21,19,16,23,11,17,12,7,10,9,15,13,7,4,17,16,38,69,33,69
86,101,16,24,7,1,22,32,20,21,23,17,17,13,15,11,13,11,28,19,5,6,17,17,27,51,35,59
113,99,30,21,5,6,28,28,34,23,26,37,21,25,17,8,9,5,18,13,4,6,11,17,40,72,28,57
86,84,21,20,5,8,35,39,24,17,20,31,17,24,3,9,9,3,13,21,7,6,10,13,24,63,21,51
92,105,29,26,2,2,24,33,17,16,15,16,12,11,13,7,6,4,21,20,6,6,9,9,31,63,38,57
93,79,23,16,6,5,37,36,20,20,28,22,23,16,13,13,10,6,14,15,6,5,7,15,26,68,24,66
99,82,19,11,8,3,44,41,18,21,29,13,19,8,9,16,7,5,28,12,6,4,10,12,31,55,31,84
87,113,14,31,9,7,28,38,20,25,25,27,16,19,10,14,6,11,21,20,5,8,13,13,28,61,35,67
83,92,16,15,7,5,31,34,20,21,19,17,15,10,14,10,6,7,27,20,8,10,12,13,22,53,26,59
122,104,30,20,12,4,35,24,20,19,22,26,20,19,6,13,5,8,16,19,8,9,13,9,39,64,29,74
128,110,30,19,4,5,32,25,22,23,27,33,22,25,13,16,10,11,24,13,10,3,19,19,38,64,38,77
74,103,18,22,3,9,29,36,19,18,23,26,16,18,13,9,4,4,15,11,4,3,12,9,23,67,38,68
93,99,26,22,2,10,33,41,24,19,27,26,17,18,9,15,9,4,23,28,6,9,8,15,29,65,27,57
101,89,25,20,6,6,26,32,14,18,26,9,18,8,10,7,6,6,11,22,3,9,9,11,37,69,27,59
107,96,25,22,8,3,25,22,20,26,27,19,19,16,9,4,8,9,15,20,6,12,17,17,35,59,22,51
74,87,9,16,0,6,19,37,22,22,21,28,15,25,17,9,8,5,20,14,3,2,10,18,25,69,28,47
94,86,25,20,10,4,32,42,23,23,28,31,19,23,13,9,13,6,17,12,3,1,8,17,33,73,30,61
106,97,24,14,6,3,36,29,20,21,26,19,21,14,15,10,8,10,36,16,13,5,17,11,23,43,34,72
118,110,30,27,4,1,32,22,16,25,36,19,30,17,8,11,6,9,20,16,8,7,13,8,32,50,36,72
122,106,26,27,10,5,33,37,20,24,29,26,19,22,6,12,9,6,36,18,17,10,12,15,26,49,27,68
96,97,25,23,6,1,43,31,23,19,16,31,12,21,15,7,5,11,15,23,4,6,18,7,36,70,29,62
105,98,25,18,3,2,25,25,18,17,25,21,17,17,15,14,15,5,16,18,6,7,15,19,35,66,30,60
102,97,26,24,5,2,33,30,19,19,27,23,22,15,9,10,5,12,17,20,6,6,15,15,31,61,32,60
132,96,30,20,2,3,39,23,16,21,32,16,24,12,17,15,7,8,21,30,8,12,13,15,42,69,24,64
91,75,15,7,4,3,34,27,17,18,18,24,15,15,8,12,12,8,18,15,2,2,12,18,35,59,27,59
106,83,30,16,4,9,45,32,16,24,29,21,25,15,9,10,4,3,13,22,7,10,7,8,30,71,19,59
101,112,24,23,1,2,19,23,22,15,17,23,12,20,6,12,6,5,12,18,7,6,12,11,34,58,37,57
101,109,25,21,1,9,21,35,23,25,21,24,17,17,11,8,9,4,26,14,8,8,8,16,30,62,34,59
90,111,18,34,3,6,43,48,10,15,15,10,14,7,16,4,9,15,29,30,8,16,15,14,26,73,28,61
87,103,21,32,3,7,21,40,23,22,22,26,15,20,13,5,7,7,18,12,6,5,12,22,27,67,34,54
108,103,25,23,8,5,30,31,21,30,27,22,22,16,15,14,12,11,29,11,10,3,18,22,28,59,39,79
97,90,26,23,5,2,32,31,18,17,19,20,15,16,6,11,10,8,17,12,6,6,17,15,32,58,28,67
73,94,14,21,2,3,28,34,19,22,21,24,18,20,9,14,5,7,14,23,1,6,10,16,26,59,28,55
103,121,19,25,9,6,29,30,22,25,32,23,27,19,24,8,3,7,26,18,8,8,19,11,26,64,39,70
94,84,24,24,1,5,39,30,12,18,18,14,13,10,14,9,4,7,16,26,3,8,9,12,36,71,25,55
97,94,19,19,6,2,25,24,16,24,21,20,19,17,5,5,8,10,17,15,4,7,15,13,33,53,28,57
103,97,25,18,4,3,27,30,14,21,22,11,14,8,10,9,3,3,29,16,11,5,9,9,28,50,37,64
103,110,23,24,4,6,24,30,24,20,26,34,24,27,7,7,6,5,27,14,9,5,8,10,26,52,34,57
87,92,13,16,10,3,28,23,23,20,25,17,20,16,13,11,5,10,15,8,3,2,16,11,29,55,35,73
105,111,17,30,6,3,38,34,18,26,37,22,27,17,20,7,9,7,16,27,4,10,15,13,33,78,32,59
101,103,29,22,5,6,27,28,20,25,31,24,25,15,4,10,5,5,24,18,12,8,12,10,20,45,32,61
108,100,22,18,4,2,32,29,20,27,34,22,26,17,8,19,6,4,23,29,10,7,8,9,26,50,31,62
103,98,24,16,5,3,37,35,21,19,18,25,12,19,7,6,6,9,16,28,9,9,16,13,32,64,26,49
109,93,27,12,5,3,33,31,25,20,24,30,21,23,9,12,10,4,22,20,12,6,7,12,26,59,26,58
90,84,19,23,2,4,33,37,19,19,24,20,21,11,10,16,6,1,19,15,5,5,4,16,27,66,29,67
107,89,27,16,3,3,34,32,19,19,16,25,13,20,17,20,7,4,22,15,8,5,7,13,35,70,27,72
105,111,26,22,4,0,31,32,22,22,29,32,25,21,13,12,7,6,21,28,8,14,11,11,28,60,24,57
102,95,25,19,7,2,31,34,16,22,15,15,12,13,4,15,6,8,26,12,12,4,13,16,27,57,35,80
98,94,24,14,4,9,29,29,17,21,25,25,18,18,11,17,6,5,19,14,4,2,9,14,34,65,35,71
93,111,19,27,4,4,30,33,19,18,22,27,18,19,6,14,5,13,11,12,3,6,17,10,33,65,37,76
103,84,22,23,6,7,30,30,12,27,35,11,27,5,12,11,11,7,20,21,6,5,16,24,29,55,32,62
101,98,26,26,4,3,35,32,12,29,45,9,29,8,8,10,6,6,16,25,4,8,12,14,30,57,33,65
104,109,30,22,5,5,25,25,25,21,17,34,13,28,7,11,9,6,13,11,3,5,14,12,41,61,33,64
102,106,14,22,6,7,36,34,24,24,31,25,20,19,13,13,6,11,19,28,6,11,15,18,32,74,27,61
109,92,21,17,2,0,28,28,20,16,15,26,10,18,11,8,6,4,22,20,9,8,5,11,36,61,25,52
91,96,18,18,1,4,25,24,22,18,18,21,14,17,11,4,8,4,11,6,3,3,13,14,34,66,35,62
128,104,37,13,5,2,43,27,31,25,38,42,28,36,14,8,9,7,19,26,8,4,16,13,38,68,28,63
105,116,28,31,5,3,24,34,18,17,16,16,14,11,10,11,3,6,20,18,7,11,12,12,35,66,36,65
81,98,19,20,3,5,21,27,16,23,22,17,13,14,11,14,9,9,14,21,4,12,13,17,28,60,24,52
114,92,30,25,8,4,34,26,14,18,18,15,13,7,5,15,6,6,15,25,7,9,11,11,40,62,29,63
119,102,24,16,8,2,33,31,22,22,25,27,21,20,8,17,8,11,14,19,6,6,16,16,40,67,32,72
108,99,30,27,10,1,36,23,16,14,11,15,8,8,10,10,4,10,15,14,8,9,19,9,38,67,32,75
118,90,30,16,2,2,35,24,18,20,16,21,12,19,15,6,12,4,20,20,6,7,7,14,44,75,25,54
82,97,7,15,2,6,32,36,17,17,17,21,16,13,10,7,9,5,14,24,4,14,10,13,27,67,21,48
109,92,24,18,8,7,27,25,24,27,26,28,22,22,9,11,7,4,22,9,5,4,11,11,36,61,29,71
87,86,17,17,12,10,32,27,16,22,27,15,20,10,16,15,4,8,17,21,7,6,17,16,23,63,29,64
93,88,14,19,9,5,41,27,16,22,28,15,21,9,14,9,4,6,19,18,6,5,10,7,27,61,32,72
114,119,24,24,4,3,24,26,27,27,37,28,24,25,11,15,12,6,13,18,4,12,14,21,39,70,29,63
107,96,15,17,5,7,39,30,17,23,30,13,22,9,17,11,8,7,13,20,5,5,13,11,35,77,36,73
106,92,25,22,6,4,38,36,23,26,37,21,29,12,10,9,7,6,20,15,7,4,9,14,28,61,34,70
96,105,18,12,3,8,30,40,22,20,29,30,24,22,8,12,5,8,27,21,10,7,12,12,21,55,31,63
94,109,21,31,3,7,24,30,16,23,26,17,20,12,14,8,6,6,11,29,2,15,10,11,34,71,26,44
112,100,21,18,4,5,31,28,25,22,26,26,20,12,8,11,6,4,19,24,6,10,8,11,37,64,29,56
128,117,26,30,5,1,32,30,16,20,19,19,13,16,8,14,12,4,21,34,7,15,10,22,47,73,28,55
87,95,21,22,4,6,30,36,20,18,20,24,17,18,14,14,4,5,14,14,6,3,12,10,26,71,34,70
107,98,21,17,2,0,29,27,17,22,24,25,16,20,10,8,4,10,20,17,7,6,13,9,35,58,30,59
96,88,22,19,7,5,38,26,13,16,21,16,16,12,18,8,2,5,11,18,2,6,11,8,37,75,29,65
91,85,20,16,4,2,36,23,16,18,21,20,14,16,14,11,2,8,15,14,7,5,11,3,28,58,27,71
87,98,19,18,5,7,27,30,23,17,20,24,12,21,11,8,6,7,17,20,5,7,14,11,30,59,28,53
116,121,20,22,6,1,27,24,28,23,29,38,25,32,12,10,8,11,19,14,5,5,18,13,38,62,37,67
115,87,34,26,10,6,36,21,15,17,22,18,19,12,9,14,10,11,9,11,4,1,15,10,42,70,36,82
98,90,21,26,4,3,29,37,15,17,20,12,14,8,10,7,12,5,23,24,6,10,7,20,33,63,26,52
123,128,34,31,1,3,21,31,27,21,32,34,26,27,6,11,13,4,21,24,7,11,11,19,38,60,34,56
84,97,20,23,6,4,30,37,19,22,23,24,12,15,8,11,9,6,18,14,4,6,12,15,30,58,32,62
117,113,28,20,4,4,32,35,27,27,38,40,31,26,6,7,6,4,13,17,8,7,10,11,31,67,33,61
107,113,22,27,5,4,36,29,17,15,21,22,14,18,13,9,6,10,28,30,7,11,18,12,36,59,31,59
81,100,25,20,5,2,26,32,21,19,14,24,10,19,8,9,6,4,21,18,5,7,11,13,28,60,30,58
107,92,21,12,10,5,31,34,28,22,24,38,18,29,12,12,5,8,29,9,13,3,14,15,25,53,27,66
133,102,28,24,6,4,38,25,18,20,27,23,21,14,11,12,10,10,26,27,14,10,14,16,35,59,29,60
112,113,15,31,5,3,38,33,23,28,45,25,37,18,17,7,9,7,12,26,3,13,10,13,33,80,28,60
116,108,25,18,6,1,32,27,24,19,20,32,19,28,15,7,7,4,13,17,5,6,12,13,41,77,31,61
109,99,28,14,3,5,29,24,17,25,34,28,29,23,11,6,9,9,6,10,4,4,15,15,34,71,32,64
109,100,25,24,8,5,22,23,18,24,32,13,28,12,11,12,5,2,12,19,7,8,11,10,30,60,32,65
74,79,21,18,5,2,37,35,19,16,11,22,7,16,6,8,4,4,11,29,3,7,16,9,29,63,21,48
113,101,38,25,2,0,37,28,13,12,14,20,11,16,3,8,6,5,20,20,8,7,10,9,39,64,32,63
103,113,15,19,8,4,28,33,22,18,16,33,12,29,14,16,7,8,5,27,1,8,16,13,44,87,30,60
140,139,29,27,2,11,27,30,31,27,37,41,30,36,16,13,7,7,21,30,12,13,16,18,37,73,32,60
86,95,16,22,3,4,27,35,18,14,16,18,10,16,7,8,6,4,11,18,4,5,10,11,32,71,32,61
104,101,23,26,1,4,29,29,20,22,25,22,20,14,15,5,6,4,25,18,6,7,12,18,33,63,33,55
103,124,28,27,5,1,18,25,19,18,23,29,19,22,8,8,4,14,20,17,6,8,16,10,33,54,39,58
112,94,22,16,8,7,35,23,18,19,20,23,16,21,17,8,3,6,18,20,8,7,15,6,36,67,26,64
108,89,27,14,6,4,38,27,21,20,19,26,15,22,7,7,8,5,22,16,7,7,12,13,36,61,23,60
85,93,24,23,5,4,26,29,11,17,8,13,4,9,8,11,7,10,15,7,5,2,15,13,33,62,39,74
99,95,16,21,4,6,28,36,16,26,30,18,21,11,14,9,15,9,19,18,6,8,12,18,30,67,30,57
103,104,23,22,5,6,25,31,23,20,22,24,17,21,9,10,14,8,20,24,8,11,14,22,31,61,25,50
121,94,24,18,6,2,30,22,17,24,24,14,20,12,9,5,6,2,22,10,13,4,11,14,31,54,35,68
110,84,28,12,4,1,30,24,21,22,21,24,18,16,7,9,11,4,14,10,8,2,12,19,34,62,31,61
113,105,23,22,3,2,32,30,16,20,26,17,17,15,16,15,6,3,28,25,10,10,9,10,33,60,30,64
90,88,19,21,6,7,30,33,16,17,16,23,16,14,7,15,11,9,14,17,6,2,14,14,28,65,34,66
104,115,24,22,6,5,22,27,27,17,12,33,12,28,10,9,7,5,17,17,6,7,9,14,37,73,33,54
113,96,27,25,3,5,27,30,20,23,26,21,21,15,11,12,12,9,19,15,10,3,15,26,31,65,36,64
112,101,28,21,4,4,26,26,23,20,18,28,16,17,12,20,7,4,22,25,8,6,9,18,36,65,33,57
94,98,17,14,9,6,31,35,20,26,31,29,23,25,10,15,5,12,14,17,1,7,14,17,34,66,26,65
107,116,25,33,2,1,26,32,15,23,27,18,19,16,10,7,6,11,20,16,10,8,16,15,29,61,38,66
109,108,25,23,9,6,36,27,21,19,25,24,16,17,8,9,5,6,11,25,5,9,11,11,39,74,32,61
116,94,20,18,3,4,33,25,13,14,15,11,12,9,14,7,6,5,11,19,4,7,8,12,46,81,32,63
98,96,23,16,7,6,30,35,23,20,28,33,19,28,9,17,5,5,25,21,11,8,9,10,23,53,22,61
113,116,29,29,2,7,34,28,21,22,28,24,24,18,13,7,8,6,18,32,7,14,13,12,34,71,28,51
96,106,24,25,4,6,26,39,27,19,19,35,11,27,14,10,9,6,25,13,9,5,13,18,29,65,32,63
107,101,24,21,7,3,31,30,21,21,30,20,27,13,18,12,8,5,25,15,8,2,10,9,28,63,41,75
99,106,23,22,5,1,24,21,16,19,18,19,15,15,11,13,6,9,16,25,6,11,16,8,33,54,29,55
103,114,20,32,4,4,28,34,18,23,24,24,17,18,7,7,7,10,15,20,8,8,13,11,31,64,36,60
118,103,28,21,3,2,25,26,18,20,18,22,9,17,14,9,9,6,32,33,15,16,8,13,32,52,19,41
127,116,26,25,5,9,42,42,24,26,32,29,24,19,13,9,9,3,21,24,5,9,11,17,44,84,35,68
97,90,23,19,5,6,29,32,25,22,15,26,13,20,10,12,6,6,23,14,8,4,13,15,30,63,29,63
90,95,20,23,6,5,29,30,18,19,20,23,9,21,11,9,8,10,22,29,9,10,17,13,27,59,22,48
99,107,22,19,5,5,32,32,22,23,32,25,24,17,7,16,7,9,28,9,9,4,12,10,24,47,39,79
96,91,16,16,9,7,27,35,22,20,27,23,22,16,12,11,11,4,13,19,4,7,12,19,31,75,27,56
88,97,24,21,3,9,30,29,19,15,9,18,5,14,15,17,7,9,23,22,7,7,16,12,31,66,31,64
77,83,16,11,7,4,34,32,22,19,23,35,16,30,11,11,6,8,19,20,5,5,14,12,23,58,19,51
99,95,27,26,5,2,29,21,22,23,26,26,22,17,6,13,5,9,15,21,7,6,15,10,28,50,30,58
90,105,14,15,3,6,27,30,25,24,24,35,20,31,11,12,7,8,24,9,8,4,11,9,23,54,31,66
107,104,23,19,6,1,46,31,20,22,27,21,18,16,9,8,6,9,20,32,5,14,17,11,37,63,23,60
101,120,15,28,1,5,27,29,14,26,41,11,30,8,6,10,10,7,13,26,3,14,16,14,31,56,35,60
108,126,14,27,2,7,27,29,22,20,29,34,24,29,14,7,7,9,10,21,4,13,13,11,36,75,29,58
85,104,18,23,5,2,23,36,29,20,31,45,21,30,8,12,10,9,17,19,6,6,16,16,23,57,28,55
115,102,26,21,6,6,22,27,13,18,18,17,14,14,10,13,8,6,24,11,9,2,10,15,37,62,41,71
95,105,26,22,4,8,26,23,17,15,12,18,8,16,13,8,1,6,12,18,7,9,17,11,33,67,31,56
92,98,17,29,2,9,28,28,22,18,23,19,18,13,14,10,6,8,18,26,6,9,12,12,28,65,29,53
114,86,30,13,2,3,38,26,28,22,27,38,24,31,11,4,11,9,15,13,4,3,20,19,39,67,23,53
98,111,25,18,2,2,29,26,18,21,28,22,25,16,10,11,5,8,24,18,7,7,15,11,26,49,37,66
88,91,19,19,6,5,31,34,18,23,14,15,9,13,10,12,5,0,22,15,5,6,6,11,32,65,30,65
88,104,22,26,4,6,32,40,18,14,15,23,9,17,9,9,6,3,21,15,5,3,8,10,32,69,39,70
116,106,21,28,7,4,30,35,24,23,29,23,22,18,8,10,9,7,21,22,10,12,12,17,32,65,26,63
120,117,25,25,8,6,35,32,20,25,33,24,26,20,8,23,6,7,21,21,12,9,15,14,29,60,35,83
96,104,20,17,1,11,23,37,22,21,17,27,13,19,11,11,5,4,32,16,11,7,4,12,25,61,32,58
94,117,23,37,3,4,28,29,19,15,15,19,12,16,11,8,5,6,17,27,6,11,15,10,32,66,34,56
107,117,21,22,2,5,29,29,20,17,24,23,20,23,7,6,9,5,12,24,5,8,13,12,36,73,35,59
114,103,17,25,1,7,29,27,20,21,25,19,21,11,10,14,8,8,23,17,11,10,12,15,30,57,31,65
95,105,18,31,4,5,28,36,17,19,25,17,21,16,15,11,8,3,24,7,4,3,11,13,31,65,40,80
123,101,24,17,11,9,37,33,24,27,39,36,32,27,11,14,9,6,32,10,11,2,8,13,29,55,34,82
98,118,20,22,2,6,29,46,23,21,24,43,16,32,9,7,9,12,29,32,10,12,14,15,26,59,25,45
97,111,20,37,5,3,23,30,17,21,23,16,18,12,11,4,7,1,17,15,5,9,10,12,32,62,36,60
105,107,35,21,3,2,25,29,23,18,19,28,11,22,5,9,5,8,25,12,12,5,10,10,29,50,35,60
133,111,30,21,4,4,30,30,25,27,38,30,25,24,9,6,12,6,26,16,14,9,12,19,33,55,30,66
103,95,20,11,3,3,27,27,23,25,27,36,20,28,8,8,7,5,15,18,3,7,6,15,37,65,23,46
101,93,22,18,6,3,38,32,21,24,24,24,16,18,11,8,1,4,11,15,5,5,8,9,35,72,30,65
106,100,24,27,5,3,25,26,15,21,21,14,17,9,14,15,2,10,20,16,7,5,16,12,34,63,38,74
123,101,23,15,7,5,38,22,22,26,34,21,23,13,14,12,3,7,24,21,14,6,11,6,29,56,35,76
94,103,20,29,4,3,29,46,19,23,28,20,23,16,6,15,11,10,23,18,7,5,14,20,25,61,36,67
89,98,20,18,7,6,24,28,21,22,26,25,22,20,9,13,15,7,14,18,3,6,13,18,29,66,30,58
95,106,23,25,3,2,27,30,22,20,21,24,15,16,7,11,4,6,22,26,8,10,8,7,28,54,30,53
107,91,31,20,7,2,39,33,21,16,19,28,14,19,9,16,9,3,23,11,9,4,12,14,33,60,30,75
99,83,26,18,2,2,33,26,22,18,17,36,11,20,9,9,9,11,11,14,2,1,18,13,41,68,30,59
94,86,15,12,8,5,34,39,26,15,16,32,12,23,15,15,10,3,26,19,8,5,14,19,29,67,24,61
86,100,17,21,2,10,31,35,26,23,24,27,19,20,10,7,5,10,19,27,7,10,19,14,23,61,25,47
125,111,21,23,2,5,31,22,18,17,20,24,16,19,8,9,4,6,25,19,11,6,12,8,38,57,37,64
96,89,22,18,7,3,37,41,15,17,28,20,20,13,10,11,8,9,14,22,6,2,11,11,29,71,35,69
131,113,28,22,5,1,29,20,20,19,25,26,20,20,4,18,9,6,14,33,7,15,11,15,45,66,24,57
115,123,31,28,6,2,23,32,19,17,25,16,15,12,9,5,8,6,19,15,6,9,10,14,41,68,42,65
114,105,25,19,9,2,32,28,25,17,25,33,20,26,10,11,4,7,25,9,10,1,13,9,32,54,38,76
98,103,23,16,7,5,27,23,24,21,24,30,19,23,12,12,6,11,12,17,3,4,16,12,35,65,34,62
116,122,32,22,2,4,34,31,21,18,24,31,18,22,9,9,3,10,26,30,10,12,14,7,34,61,32,58
98,97,20,15,4,3,38,29,23,22,27,32,20,28,9,13,9,8,15,22,4,3,20,15,33,62,30,61
96,83,27,19,12,4,37,31,15,19,17,11,12,8,13,7,7,12,23,7,6,1,18,14,33,61,36,80
85,76,18,18,6,5,32,28,11,24,28,13,22,10,5,12,11,9,6,17,1,4,14,19,30,64,27,61
102,92,18,11,11,1,29,24,17,18,19,17,14,12,11,11,8,11,11,20,6,6,13,12,35,65,31,62
126,113,29,26,3,6,32,27,25,25,25,32,19,24,10,4,6,4,26,17,11,7,8,10,37,58,34,58
87,79,14,14,9,3,29,27,27,21,22,24,15,19,12,9,6,6,22,16,8,2,12,12,24,56,27,56
98,89,13,19,10,5,26,31,24,22,27,28,19,20,8,10,6,3,30,12,13,3,7,14,20,44,30,59
100,94,23,19,4,1,32,29,20,28,34,14,25,12,13,8,10,7,14,11,5,4,15,17,30,60,35,67
100,105,20,16,4,7,30,34,25,19,16,31,13,23,17,10,1,5,32,17,11,6,12,10,27,59,32,64
112,102,24,25,9,3,31,24,19,19,24,17,22,16,5,13,2,3,20,13,10,4,11,4,30,51,37,80
111,114,22,26,6,4,26,26,37,30,44,47,37,36,6,6,9,7,18,13,4,6,17,18,31,57,30,55
106,77,26,16,4,7,40,27,14,26,27,16,22,10,10,6,7,4,20,18,12,9,13,13,24,55,20,58
96,86,26,18,8,6,30,29,14,21,20,14,17,8,10,18,9,5,11,24,3,4,10,12,35,69,33,66
95,92,20,13,3,17,30,30,26,30,32,33,23,29,19,7,9,9,22,19,6,5,16,17,27,66,24,55
119,90,26,12,3,5,31,23,28,24,24,33,21,28,12,11,4,3,20,12,8,4,6,10,37,66,25,64
92,77,17,18,3,6,25,25,22,29,35,18,24,13,11,11,11,7,27,14,10,6,14,19,19,37,23,52
88,102,19,18,6,1,28,35,18,15,20,22,19,14,14,16,7,5,19,15,7,8,7,8,24,66,32,68
108,106,22,21,4,7,35,29,22,24,25,31,19,20,7,14,5,5,12,35,5,14,8,13,37,72,22,47
101,96,16,22,3,4,39,32,19,26,34,12,27,10,14,7,3,4,19,31,8,10,9,8,25,61,28,53
89,108,20,21,2,3,23,28,27,22,28,30,16,21,14,7,9,7,16,28,5,13,12,15,29,61,24,42
98,100,20,19,4,2,25,27,21,23,17,23,14,18,9,11,7,9,18,23,6,8,16,14,33,59,29,56
105,93,27,12,0,6,33,32,26,25,31,35,20,27,10,8,10,4,18,15,7,4,7,14,32,65,27,57
94,90,19,17,4,4,24,28,16,25,26,15,20,14,12,8,5,5,7,20,0,8,11,12,37,69,26,56
86,90,17,14,5,9,27,32,27,25,23,25,19,19,6,11,10,7,23,30,5,9,14,19,26,51,22,40
107,89,23,16,5,5,33,21,22,13,16,25,15,18,11,20,7,11,23,15,10,3,13,12,31,57,31,72
110,89,15,19,7,4,37,33,23,30,48,28,42,17,13,10,8,4,18,22,6,4,8,11,25,58,30,60
96,87,26,17,2,4,33,32,20,24,28,21,21,15,12,7,4,4,14,23,5,6,7,11,30,65,27,53
98,121,14,21,1,7,32,36,24,26,32,34,26,25,17,5,2,6,12,25,4,12,12,11,30,79,30,54
101,92,16,19,2,4,34,31,22,22,25,27,15,16,9,4,9,10,18,21,10,8,14,16,28,58,26,48
117,106,24,13,7,4,27,27,29,34,42,35,30,26,12,18,6,12,18,16,5,6,15,18,36,59,31,68
92,89,19,17,4,5,33,36,20,22,28,23,18,18,10,12,8,5,17,19,6,7,12,14,28,58,25,58
90,99,27,18,2,4,29,31,29,23,33,42,21,30,7,7,2,7,19,33,5,13,10,7,27,52,15,34
111,104,17,14,3,2,25,21,21,29,32,21,28,18,8,12,2,5,18,19,7,10,15,10,31,51,28,61
107,88,21,21,3,5,26,20,24,28,32,24,29,17,15,9,8,8,27,18,10,7,13,15,24,46,25,51
96,94,23,15,6,3,29,29,21,23,28,29,18,22,8,10,6,7,26,10,10,2,13,9,24,47,33,66
96,86,28,18,6,7,31,27,24,21,22,22,19,19,7,11,11,6,12,20,7,5,16,18,28,60,26,59
111,87,27,18,10,3,35,28,19,25,31,24,22,18,10,14,10,6,14,20,5,7,13,16,37,64,24,64
103,81,20,11,7,5,38,32,23,23,33,28,23,22,14,9,14,5,24,16,6,3,12,18,31,60,25,62
87,91,16,16,8,3,27,29,25,21,17,29,13,23,12,10,6,10,11,19,2,8,12,10,34,72,22,55
116,102,20,19,5,5,31,28,25,26,42,25,33,19,9,13,10,4,17,18,9,7,13,15,28,56,31,66
97,87,23,15,4,4,31,29,17,27,31,15,19,12,12,11,7,4,12,20,4,5,8,11,33,66,30,60
90,99,22,21,5,8,26,33,21,22,24,26,19,17,9,7,7,7,23,23,11,12,10,14,19,56,23,51
69,83,14,15,3,6,34,36,24,15,12,22,12,16,8,15,4,5,26,16,7,5,12,11,18,50,26,65
112,104,26,19,4,4,37,28,31,39,51,40,34,27,7,11,2,8,15,17,6,5,18,10,30,54,31,66
94,95,21,23,4,8,29,33,19,21,31,14,27,9,13,10,7,4,19,24,5,12,6,15,26,66,25,55
101,93,18,20,5,6,30,29,17,25,31,21,21,17,11,12,8,6,12,16,4,4,10,16,34,66,32,65
95,74,21,15,8,2,38,22,21,20,21,19,17,14,17,12,1,5,16,19,6,4,9,5,30,60,24,67
104,99,18,24,7,2,33,27,20,26,27,21,20,18,10,11,8,8,12,18,2,5,14,11,39,65,33,67
86,104,17,30,5,2,26,36,16,31,38,18,26,15,6,7,9,8,21,19,4,9,15,18,24,49,31,59
