Points,O.Points,Assists,O.Assists,Blocks,O.Blocks,DefensiveRebounds,O.DefensiveRebounds,Fouls,O.Fouls,FreeThrowsAttempted,O.FreeThrowsAttempted,FreeThrowsMade,O.FreeThrowsMade,OffensiveRebounds,O.OffensiveRebounds,Steals,O.Steals,ThreePointersAttempted,O.ThreePointersAttempted,ThreePointersMade,O.ThreePointersMade,Turnovers,O.Turnovers,TwoPointersMade,TwoPointersAttempted,O.TwoPointersMade,O.TwoPointersAttempted
109,87,25,15,3,5,25,26,19,22,32,15,25,8,8,14,15,2,18,20,10,7,9,21,27,57,29,55
99,127,19,25,4,7,27,38,26,21,25,37,18,27,15,5,9,6,18,23,5,16,13,17,33,76,26,49
92,110,26,27,6,5,28,24,19,16,17,33,10,24,8,8,2,16,21,7,8,0,22,8,29,52,43,72
90,98,22,26,5,7,26,36,22,16,18,22,13,19,11,6,13,9,21,9,9,3,16,22,25,67,35,61
109,115,25,16,4,5,28,34,25,18,16,33,13,26,12,18,5,6,32,10,12,3,11,13,30,60,40,80
116,91,26,21,9,2,31,28,18,26,26,27,22,20,9,11,6,6,29,9,10,3,11,15,32,53,31,71
107,97,24,22,7,7,29,32,18,20,27,25,20,18,16,12,11,3,15,22,5,5,11,17,36,72,32,58
84,87,16,16,5,5,33,40,21,23,28,34,23,24,15,12,8,6,15,14,1,5,11,12,29,69,24,60
87,90,14,18,10,4,39,39,16,19,15,17,12,13,8,17,7,7,19,24,5,7,13,12,30,64,28,75
102,109,25,22,8,6,33,40,24,18,23,33,19,23,9,7,2,5,17,11,3,6,8,9,37,72,34,72
130,98,30,25,2,5,39,35,18,22,21,24,18,17,9,15,9,7,24,18,12,5,9,17,38,73,33,72
108,99,24,14,7,4,29,30,20,22,28,23,17,18,18,14,12,8,16,11,7,5,15,19,35,72,33,68
116,118,26,25,9,8,35,32,21,26,40,26,23,21,9,16,4,7,23,16,7,5,10,5,36,63,41,84
86,87,14,21,8,7,38,35,20,18,25,13,16,8,12,8,6,5,16,15,4,5,10,10,29,66,32,69
110,93,27,15,10,4,39,28,21,18,25,25,19,17,8,9,3,10,19,29,9,12,14,8,32,56,20,53
87,100,21,19,6,7,36,42,26,23,18,23,14,16,9,9,9,11,20,20,5,8,20,18,29,69,30,70
107,101,27,24,5,8,41,29,14,24,32,15,22,13,15,6,6,8,18,27,7,10,19,10,32,66,29,63
85,95,18,23,6,7,35,37,19,16,12,18,9,14,12,8,5,9,25,15,4,5,12,10,32,62,33,69
89,106,20,30,8,4,26,36,20,19,23,25,15,14,7,4,9,5,19,12,8,6,12,15,25,60,37,60
85,91,23,19,8,6,32,28,21,17,20,26,18,20,5,12,6,10,6,24,1,9,16,13,32,62,22,57
106,94,25,21,7,0,37,28,16,20,23,19,20,17,8,11,8,6,8,21,2,5,11,11,40,74,31,65
88,80,15,12,3,6,36,27,19,17,17,25,12,17,14,9,8,8,18,14,2,3,15,15,35,64,27,62
94,100,20,20,4,1,34,35,21,19,20,31,11,22,7,16,6,5,17,15,7,2,14,12,31,67,36,73
76,96,7,27,8,6,25,28,22,26,40,23,30,12,10,5,9,8,12,16,2,6,18,14,20,53,33,57
89,100,21,32,3,10,38,34,21,20,25,24,23,16,10,14,13,13,21,21,8,8,22,14,21,57,30,68
107,97,22,12,9,2,33,31,25,21,25,37,22,29,14,9,6,5,14,13,5,4,9,12,35,73,28,59
93,88,22,19,8,7,33,30,26,24,26,19,20,16,11,8,6,4,24,12,9,6,15,16,23,55,27,63
122,90,26,19,6,4,36,33,18,22,32,25,26,18,17,16,10,1,15,19,8,6,3,15,36,80,27,67
99,89,23,19,6,3,35,27,24,23,21,25,18,15,10,5,3,8,22,14,11,4,24,17,24,57,31,63
118,121,26,18,4,4,33,35,27,25,23,41,18,30,9,16,6,8,29,13,8,5,17,18,38,65,38,76
97,91,24,18,3,2,27,31,14,25,33,10,28,10,9,12,7,3,16,19,3,7,7,16,30,57,30,61
109,104,21,20,7,4,24,18,19,26,32,18,26,12,14,16,4,4,13,14,7,6,13,12,31,60,37,77
115,125,28,17,7,5,35,35,22,23,29,31,19,22,14,11,7,9,25,20,12,11,16,11,30,65,35,73
102,94,18,24,7,6,38,35,20,25,27,14,22,7,10,13,11,8,20,25,6,7,14,17,31,65,33,67
101,95,13,15,5,6,28,34,19,21,27,25,19,16,6,9,7,7,20,16,8,3,10,12,29,53,35,66
94,104,21,24,5,4,23,23,19,20,19,20,12,17,21,19,7,13,21,9,4,5,19,15,35,66,36,81
114,105,24,25,8,12,29,29,21,29,40,24,25,13,12,8,7,10,21,13,9,2,13,13,31,57,43,72
109,101,19,21,4,4,33,24,26,28,40,33,29,27,16,8,4,7,17,21,6,6,13,10,31,65,28,60
104,88,24,16,9,4,29,27,16,20,22,21,16,14,20,9,5,5,11,10,6,4,10,17,35,78,31,64
107,109,22,22,9,4,29,32,23,19,21,23,15,22,15,14,5,8,17,12,6,5,13,14,37,77,36,75
89,93,19,22,10,4,32,36,27,25,29,34,21,23,21,16,8,7,20,15,6,4,12,16,25,68,29,68
108,104,21,23,6,5,31,30,22,19,21,28,15,19,9,13,9,9,12,15,3,5,13,14,42,72,35,73
98,94,28,28,6,7,33,24,22,17,25,28,17,21,15,10,9,15,23,22,9,5,18,13,27,53,29,56
100,105,24,21,6,5,24,26,21,20,21,25,14,19,19,7,5,6,17,16,4,8,11,8,37,68,31,56
67,83,10,20,1,5,29,45,13,16,14,8,10,5,6,16,14,7,24,18,5,4,14,18,21,53,33,68
91,82,20,21,5,9,46,42,17,18,31,23,23,17,7,4,6,5,14,23,4,3,13,14,28,69,28,61
101,95,19,20,7,5,31,26,19,19,19,25,16,18,12,10,6,5,12,12,3,5,15,14,38,69,31,66
105,95,29,20,4,0,28,34,15,21,24,13,17,13,8,5,7,4,25,17,8,4,8,12,32,57,35,61
110,106,34,24,5,3,31,30,16,17,22,17,17,12,6,8,11,7,16,28,5,10,12,17,39,63,32,52
98,99,15,19,8,4,34,30,21,20,20,26,15,19,8,7,10,12,14,17,5,6,17,17,34,69,31,59
88,91,17,15,12,5,29,37,15,15,16,19,14,15,7,10,12,7,22,14,8,8,13,20,25,58,26,64
89,101,18,16,4,4,26,26,18,26,29,14,21,7,8,8,7,6,13,11,4,4,12,12,28,59,41,66
93,102,14,23,1,5,25,24,19,23,21,22,19,18,5,7,1,3,11,12,6,4,11,3,28,58,36,62
102,104,23,24,6,6,25,33,23,20,24,27,22,17,10,12,10,5,16,13,4,7,12,17,34,70,33,65
102,110,21,28,2,3,34,43,20,22,21,23,17,19,14,7,9,10,33,20,13,9,14,17,23,62,32,65
115,95,26,17,8,1,34,29,20,17,17,24,13,20,14,10,3,6,18,15,6,5,9,11,42,74,30,67
120,110,22,19,10,4,34,31,20,23,35,27,27,25,12,7,6,7,11,29,5,13,16,12,39,76,23,59
97,91,21,19,2,5,35,27,16,21,24,22,22,10,21,17,0,7,21,18,7,5,13,8,27,63,33,68
98,92,23,21,7,6,34,31,16,22,32,21,28,14,12,7,5,7,14,16,4,6,13,14,29,67,30,63
102,93,25,18,2,8,27,26,24,23,23,34,15,30,15,8,7,11,21,21,9,7,14,11,30,61,21,47
101,96,23,19,6,2,28,29,20,20,26,16,23,15,13,7,10,10,21,17,8,5,16,17,27,59,33,61
87,101,18,25,7,3,32,28,17,19,17,15,12,11,9,9,1,9,20,15,7,6,16,6,27,56,36,70
92,110,22,27,5,3,28,34,18,18,19,22,14,15,9,12,4,8,24,31,12,9,15,9,21,53,34,56
95,87,16,14,4,5,35,38,22,22,30,24,23,16,10,12,6,8,17,17,6,5,10,9,27,61,28,66
106,95,20,16,4,4,32,26,18,17,13,22,10,16,8,14,4,7,21,18,8,5,14,10,36,65,32,67
94,99,26,23,6,6,31,31,18,18,26,18,19,12,12,15,6,6,7,10,1,3,11,10,36,70,39,77
88,108,19,24,3,6,29,37,19,19,23,21,16,16,11,6,8,5,18,21,6,10,11,11,27,63,31,57
110,112,18,24,5,5,27,32,20,28,44,25,35,20,9,12,5,6,16,18,7,8,10,9,27,58,34,68
112,127,22,29,6,4,30,37,19,25,25,28,22,17,16,19,6,7,24,27,10,16,11,16,30,72,31,65
115,111,23,20,2,4,33,20,24,24,28,25,22,20,10,9,7,12,6,15,1,5,21,13,45,74,38,69
89,93,19,17,7,7,28,29,18,19,18,19,12,11,9,10,9,9,20,17,9,6,19,15,25,50,32,62
103,111,32,37,6,7,26,38,11,18,21,11,18,8,15,12,10,5,26,21,9,7,7,13,29,69,41,71
100,93,13,19,3,4,31,27,16,18,25,16,19,10,12,11,10,5,8,27,3,7,10,18,36,73,31,50
103,99,24,29,5,5,33,35,20,20,28,28,16,22,4,13,6,3,9,21,3,5,7,12,39,68,31,67
99,90,22,23,7,6,31,27,11,13,14,11,12,7,16,16,4,8,14,16,5,3,10,10,36,77,37,75
107,102,21,21,7,5,27,30,15,26,37,20,29,14,11,20,10,7,18,16,8,6,15,17,27,59,35,76
118,126,23,29,0,3,20,30,26,25,25,36,20,31,11,12,4,6,25,29,8,11,10,14,37,68,31,53
109,104,18,21,5,6,26,31,24,28,38,30,34,22,12,15,6,4,16,21,3,6,13,16,33,63,32,64
125,112,29,24,2,3,32,24,16,18,26,19,20,14,8,10,5,6,19,25,9,12,12,8,39,65,31,64
109,92,29,21,5,2,38,29,16,18,25,17,19,15,9,14,11,8,11,16,2,3,17,15,42,70,34,75
116,118,34,27,13,8,33,34,30,23,21,33,12,24,10,11,2,8,18,17,10,6,19,18,37,71,38,74
96,104,32,15,3,5,27,25,29,11,11,41,9,34,14,10,8,11,19,13,3,6,18,15,39,65,26,59
71,94,9,24,4,6,31,39,14,16,18,10,12,8,10,8,8,2,13,26,3,10,10,12,25,65,28,53
133,110,36,21,7,0,34,23,31,22,26,42,15,34,5,11,5,9,25,21,14,6,16,13,38,52,29,58
109,120,24,22,5,2,28,35,25,15,20,35,15,24,4,17,5,5,31,13,12,6,9,8,29,50,39,74
100,90,23,14,6,4,28,30,20,21,28,33,25,25,8,13,11,7,17,13,5,3,15,21,30,57,28,61
91,110,19,29,6,6,34,32,24,20,17,35,13,28,8,12,3,11,16,20,6,8,19,7,30,63,29,61
95,88,25,16,4,3,36,40,18,21,25,26,15,11,10,17,11,9,31,8,10,3,17,22,25,54,34,78
106,102,21,23,3,5,33,35,23,25,30,25,25,23,14,8,10,7,13,15,3,5,12,16,36,77,32,66
97,92,17,14,5,5,32,38,23,18,24,31,16,25,11,11,9,4,14,20,5,5,9,15,33,74,26,63
95,89,22,15,6,2,35,31,19,20,21,33,15,26,12,12,16,11,16,25,8,7,17,20,28,63,21,53
96,80,15,17,7,4,29,27,19,22,30,18,25,14,8,11,5,1,24,16,7,6,7,13,25,46,24,61
108,100,31,14,3,5,31,28,20,15,17,23,14,20,12,15,9,8,15,21,4,6,13,14,41,72,31,62
85,89,21,19,7,5,29,37,21,22,24,20,18,16,19,13,5,4,14,9,3,3,10,12,29,77,32,74
113,110,23,23,4,9,31,29,16,20,28,23,23,16,10,10,6,7,14,15,4,8,11,12,39,71,35,69
119,99,23,15,7,2,31,31,25,23,33,24,27,17,7,14,12,6,12,15,6,6,12,18,37,71,32,72
84,89,17,19,7,8,34,31,13,20,28,15,21,12,8,5,7,11,18,16,5,3,19,12,24,55,34,64
92,116,20,23,7,3,29,41,19,15,15,30,12,24,8,22,4,8,17,18,2,6,11,8,37,72,37,78
124,93,31,26,7,3,46,29,21,17,27,17,16,12,14,2,8,9,19,30,6,9,16,12,45,71,27,58
108,104,24,30,10,7,31,25,18,22,29,31,26,24,10,15,7,15,22,15,10,4,19,12,26,53,34,74
93,103,16,22,5,7,31,25,19,21,25,19,19,19,12,11,6,10,16,21,4,8,21,13,31,61,30,64
92,106,22,23,4,8,33,32,14,19,13,17,10,14,11,9,4,7,18,23,8,8,11,9,29,64,34,60
116,92,33,17,5,5,37,31,23,27,23,25,21,19,6,5,11,10,25,14,13,5,17,17,28,55,29,63
105,126,20,22,5,7,23,29,19,14,14,25,13,21,11,6,5,5,17,23,8,15,12,11,34,69,30,54
101,85,20,13,5,2,29,25,14,21,33,16,26,10,17,11,8,10,18,24,7,9,15,18,27,59,24,53
110,106,23,22,3,2,39,30,18,27,31,17,21,9,11,5,7,10,14,31,5,9,15,12,37,71,35,55
122,99,33,28,4,3,33,28,12,18,24,15,22,10,10,12,12,8,23,17,10,7,13,16,35,64,34,70
100,105,24,26,4,2,30,24,22,19,30,31,23,26,16,10,7,11,20,18,3,9,18,12,34,59,26,58
113,107,21,21,3,3,26,24,22,27,32,24,28,20,17,8,7,6,12,16,5,5,14,13,35,68,36,60
100,87,29,18,9,7,29,27,19,20,19,18,16,13,8,12,10,5,19,13,8,4,16,21,30,61,31,64
104,80,27,20,8,4,34,31,20,21,28,30,18,26,4,13,9,10,16,9,10,0,13,14,28,55,27,66
101,127,26,36,3,6,22,37,19,14,17,31,13,25,8,13,7,9,28,23,10,12,13,12,29,57,33,58
112,93,23,23,6,5,34,26,21,21,27,25,20,19,13,6,11,6,20,11,8,4,15,18,34,64,31,64
100,104,29,19,9,3,26,28,29,14,13,38,13,24,8,11,11,12,17,11,5,2,20,15,36,65,37,68
128,104,31,19,2,4,36,27,19,22,26,20,22,15,8,14,8,6,23,14,12,7,8,13,35,62,34,75
117,90,17,21,5,6,42,23,17,19,24,15,18,10,16,6,6,9,21,23,5,10,14,16,42,69,25,59
112,109,23,21,3,4,20,33,21,23,18,23,17,18,10,16,6,6,17,21,9,7,12,20,34,69,35,58
92,111,16,29,3,6,23,31,14,19,28,21,20,16,16,15,7,11,18,20,6,7,16,13,27,66,37,65
119,90,30,14,11,7,33,27,19,20,29,35,25,28,16,18,14,13,19,17,6,8,19,23,38,68,19,66
81,84,13,16,9,4,37,33,19,22,26,20,16,16,13,24,2,6,22,13,5,4,13,8,25,55,28,87
102,79,19,15,4,1,33,27,13,20,30,11,25,7,12,5,10,6,19,23,7,6,9,18,28,62,27,53
96,105,17,17,6,5,22,33,23,22,21,30,19,23,9,13,10,8,14,10,3,2,13,16,34,69,38,66
114,111,25,15,4,1,30,26,18,23,25,25,21,15,8,13,12,11,19,23,9,6,15,16,33,61,39,65
108,116,23,19,7,3,28,24,26,27,28,38,19,28,10,19,1,11,19,24,5,12,18,11,37,54,26,59
98,83,22,15,8,3,33,26,24,20,27,30,20,22,8,15,13,11,12,18,6,3,19,20,30,58,26,62
99,92,25,26,5,6,28,28,16,24,23,20,13,14,9,8,6,5,20,12,6,4,11,17,34,59,33,63
87,104,18,23,2,11,31,40,24,18,26,36,17,27,16,13,8,13,21,14,6,5,17,14,26,65,31,65
127,122,27,29,3,2,28,25,26,26,40,31,30,25,19,14,8,2,18,26,9,11,8,11,35,65,32,60
108,100,29,20,6,1,31,31,15,19,18,21,17,15,9,14,10,5,17,19,7,9,8,17,35,69,29,62
87,97,23,24,6,5,30,35,20,15,20,24,19,16,8,12,6,9,11,31,4,13,14,13,28,69,21,46
122,114,26,20,5,3,38,34,30,28,38,40,32,33,8,8,8,8,25,22,6,9,14,17,36,63,27,60
102,96,18,20,4,3,30,34,15,17,11,19,6,15,11,7,7,3,12,16,4,3,8,13,42,79,36,64
86,96,19,24,3,7,23,32,23,13,12,27,8,22,7,9,7,7,16,12,4,4,15,17,33,61,31,57
102,91,26,14,5,6,31,25,16,15,21,9,14,5,7,7,7,10,20,10,12,4,12,10,26,51,37,73
74,102,10,27,9,5,28,36,22,19,21,25,12,20,14,15,3,10,5,19,0,6,12,8,31,77,32,64
101,90,24,18,11,5,41,24,20,21,22,19,16,12,19,12,5,6,20,23,5,10,19,8,35,67,24,66
92,85,19,21,6,6,38,39,13,19,21,16,17,10,8,6,11,9,29,22,11,7,14,17,21,50,27,55
116,122,23,31,2,6,27,27,18,13,19,15,15,13,10,6,4,5,16,27,7,11,8,6,40,74,38,60
92,102,13,23,4,6,28,24,17,22,25,21,17,15,16,10,8,11,10,21,3,9,14,12,33,73,30,59
100,94,17,20,3,3,32,32,18,19,29,25,21,23,13,13,9,3,29,24,11,9,6,13,23,51,22,54
107,85,28,18,3,10,33,37,15,14,21,11,16,7,12,11,12,3,14,21,7,8,6,19,35,79,27,65
93,113,19,23,5,7,32,32,20,16,18,18,13,13,12,11,4,6,18,24,0,14,10,11,40,67,29,62
113,105,14,17,6,10,40,27,24,30,40,32,34,26,18,17,4,10,15,26,7,9,14,9,29,67,26,67
98,112,21,30,4,2,31,34,18,23,27,9,21,9,9,15,11,7,13,26,3,11,17,15,34,69,35,71
86,83,15,13,1,8,29,30,21,18,26,24,21,20,8,6,9,8,12,11,5,1,16,17,25,61,30,57
102,108,21,15,3,7,24,29,22,20,24,25,15,22,9,16,7,7,9,14,5,4,11,14,36,72,37,72
96,94,18,16,7,6,35,25,25,28,39,26,28,23,15,14,3,6,24,17,8,5,19,7,22,49,28,71
118,106,31,23,7,3,31,24,25,26,34,36,23,27,4,13,5,5,22,16,9,9,12,9,34,51,26,66
110,107,26,20,3,2,36,35,24,17,25,23,18,20,14,8,5,8,13,28,6,7,9,13,37,78,33,59
101,114,23,25,5,6,23,26,19,16,12,19,8,15,11,12,10,8,18,12,7,9,15,17,36,66,36,69
97,95,21,21,2,4,37,31,17,19,24,22,19,15,5,13,8,5,14,29,6,10,12,14,30,62,25,55
107,101,16,23,5,9,36,33,18,20,28,24,21,16,16,12,10,6,12,23,4,7,11,14,37,75,32,62
135,131,38,26,1,3,29,19,18,23,24,21,17,18,15,4,8,9,22,25,10,13,16,13,44,70,37,60
99,98,20,15,2,4,34,30,23,17,13,27,11,21,4,13,2,6,15,17,10,3,16,10,29,62,34,70
112,125,26,30,2,3,39,30,20,24,33,26,24,22,15,9,6,11,22,21,4,7,25,8,38,66,41,75
83,78,22,12,8,5,36,35,13,24,30,16,22,13,11,7,4,6,15,18,5,3,14,10,23,57,28,59
86,84,16,18,6,2,32,30,22,16,11,22,10,19,9,4,6,9,17,12,8,5,15,15,26,56,25,56
108,132,25,34,1,3,26,28,29,21,27,39,18,30,6,14,8,11,15,20,8,12,16,10,33,61,33,63
109,107,19,23,4,4,28,33,24,31,44,30,36,26,12,11,7,4,15,22,3,9,9,13,32,63,27,59
113,87,27,21,5,6,35,33,10,8,12,6,12,5,10,9,6,3,27,21,11,8,8,11,34,65,29,65
107,96,32,13,3,10,29,33,18,17,19,15,15,13,16,15,9,6,19,16,8,5,10,20,34,75,34,69
88,81,19,19,7,5,31,30,18,18,22,16,15,10,9,11,7,6,8,13,3,3,11,13,32,69,31,66
88,96,22,18,8,3,31,30,22,17,16,28,15,24,10,16,6,8,12,28,3,6,18,15,32,71,27,58
91,111,21,21,6,3,23,39,16,23,24,19,15,14,6,9,11,3,21,16,6,9,9,15,29,59,35,64
108,97,20,21,3,2,35,28,14,26,35,13,29,10,13,14,10,6,17,27,9,11,10,13,26,60,27,62
113,90,27,15,3,3,38,26,14,19,20,17,15,14,14,7,7,5,11,13,4,4,10,13,43,82,32,69
96,87,19,17,7,2,32,31,18,25,29,18,24,13,8,13,8,6,13,20,6,6,12,13,27,62,28,63
104,115,19,35,2,5,18,29,21,22,27,25,25,19,15,15,10,5,19,17,5,6,9,15,32,66,39,63
87,102,18,20,7,2,27,33,27,17,21,41,14,31,16,6,11,11,24,13,5,5,20,16,29,58,28,53
97,87,19,19,4,3,40,29,21,20,22,27,17,23,13,5,7,10,20,17,8,2,13,8,28,60,29,60
98,83,19,16,4,5,33,30,13,17,23,19,18,12,14,8,7,7,9,14,2,3,12,14,37,74,31,65
102,110,23,24,2,7,37,36,24,25,33,28,27,24,16,7,4,10,18,25,5,6,12,7,30,72,34,61
111,82,19,19,8,1,35,20,19,27,33,19,26,12,11,9,6,10,24,16,9,4,21,14,29,45,29,67
105,110,19,20,2,5,25,31,31,17,21,37,19,31,11,22,9,7,26,15,10,7,15,16,28,54,29,71
99,105,20,22,1,6,25,17,23,22,22,25,20,15,17,12,9,11,13,17,1,8,20,14,38,66,33,62
106,98,29,22,0,7,26,23,14,17,17,9,13,5,10,7,12,8,11,19,3,9,16,23,42,72,33,54
95,87,21,18,8,5,35,35,21,22,28,23,24,17,7,14,7,4,22,10,7,0,10,16,25,57,35,74
122,103,28,26,5,1,33,30,25,20,29,33,24,23,1,5,12,7,16,18,8,8,14,20,37,61,28,56
119,112,18,20,4,4,34,28,22,24,33,29,30,25,13,13,5,5,18,24,5,7,12,11,37,69,33,64
108,95,21,15,6,3,31,29,19,25,32,17,24,12,8,8,3,5,21,23,12,7,15,16,24,52,31,55
95,102,23,23,1,1,27,39,18,16,21,28,17,25,9,10,12,9,17,22,4,3,12,19,33,72,34,57
94,110,19,15,4,3,25,24,26,21,19,32,12,29,8,11,6,7,10,9,4,5,20,9,35,67,33,65
101,87,31,23,6,2,29,26,20,19,20,22,11,17,13,9,11,4,20,11,6,4,13,17,36,62,29,63
95,100,20,26,1,3,30,27,20,16,16,23,9,14,14,9,8,6,15,31,2,10,9,11,40,73,28,44
96,102,18,21,5,6,29,28,13,25,27,22,22,13,14,12,6,8,21,25,6,9,12,14,28,59,31,56
104,102,23,22,4,2,36,25,17,19,23,19,19,16,11,11,7,9,11,19,5,6,17,10,35,66,34,68
85,103,15,24,4,6,31,37,18,20,25,18,21,14,7,11,7,9,11,22,4,5,13,10,26,66,37,63
108,125,19,22,2,7,21,27,19,25,32,20,25,16,9,11,4,3,17,22,5,9,9,8,34,61,41,63
112,99,35,18,4,1,22,17,23,16,18,29,13,20,9,16,12,9,14,14,7,5,17,16,39,59,32,61
94,128,14,28,5,5,30,33,15,19,26,17,19,12,13,9,5,8,21,30,7,16,15,8,27,59,34,59
116,108,23,22,1,5,29,24,22,19,23,26,19,17,14,7,6,7,17,15,5,9,15,14,41,71,32,61
118,88,32,16,4,8,37,25,12,14,9,12,7,8,7,7,9,5,14,14,9,6,11,15,42,73,31,68
124,112,22,31,1,6,24,32,16,23,22,23,18,18,18,7,11,5,27,16,16,8,11,17,29,68,35,60
95,109,24,20,6,7,21,31,19,20,17,23,13,19,9,15,4,5,9,14,2,8,10,16,38,73,33,65
98,94,22,19,5,1,31,31,25,19,24,36,18,33,14,6,8,8,16,21,8,7,15,14,28,68,20,51
104,93,20,18,7,2,34,32,19,33,48,30,31,23,17,11,4,5,22,17,7,6,8,11,26,58,26,63
104,91,24,20,7,4,35,30,17,20,26,19,19,16,9,16,11,3,22,24,7,11,9,14,32,57,21,62
114,100,22,12,8,4,41,39,21,21,21,24,16,15,14,11,6,5,24,15,6,9,12,15,40,75,29,76
89,96,16,20,3,1,25,34,25,22,21,26,12,21,9,12,6,5,32,10,11,5,15,13,22,40,30,65
120,106,29,22,3,2,33,27,16,23,35,20,28,15,5,14,6,11,16,15,8,7,18,13,34,57,35,75
119,111,22,27,6,2,29,23,27,25,35,34,28,22,7,7,8,8,12,19,3,11,12,11,41,61,28,58
109,98,21,21,4,1,21,25,18,25,23,19,21,15,19,9,7,2,20,15,12,5,9,11,26,63,34,56
119,93,34,17,6,4,28,19,25,21,28,31,20,22,8,8,8,8,16,16,7,5,11,17,39,58,28,52
100,108,30,31,1,2,26,36,12,17,19,5,15,3,13,6,5,3,25,18,5,9,8,14,35,68,39,67
112,89,28,17,6,7,34,29,26,23,35,30,21,24,8,19,10,4,13,9,5,3,11,14,38,69,28,75
125,123,23,22,1,6,30,28,22,26,35,20,28,16,8,16,4,3,16,22,7,9,10,8,38,63,40,77
84,94,14,21,5,0,33,31,19,18,21,15,12,11,21,7,6,8,25,25,6,11,15,10,27,61,25,51
121,124,29,25,1,8,18,42,26,14,13,42,12,34,7,14,14,4,30,20,13,6,5,24,35,70,36,55
104,97,22,18,2,7,30,29,23,28,34,27,24,22,12,8,12,10,15,27,8,7,21,19,28,61,27,51
76,88,11,19,5,3,28,37,20,19,19,13,13,12,8,9,11,5,16,17,3,8,14,21,27,62,26,59
99,106,22,23,9,5,32,36,25,18,28,28,20,18,11,14,4,3,22,14,7,4,9,9,29,62,38,73
84,108,19,24,3,4,32,37,18,21,28,24,20,16,13,10,2,7,14,15,4,8,14,7,26,64,34,70
97,87,18,15,2,7,29,28,25,24,26,26,20,15,8,12,7,5,18,11,3,4,14,14,34,55,30,67
99,94,17,19,4,8,29,32,26,24,28,36,23,25,15,12,10,7,23,13,8,3,13,18,26,60,30,58
101,113,24,26,3,3,30,33,24,17,25,33,20,22,10,15,6,7,14,22,9,9,12,10,27,64,32,61
152,114,37,18,4,3,31,24,26,21,29,31,27,23,16,13,7,4,31,14,15,7,7,13,40,67,35,77
100,92,18,22,12,7,34,34,17,26,32,18,21,16,6,9,5,5,7,13,5,2,9,13,32,70,35,69
99,94,23,28,2,6,30,31,11,18,20,13,14,10,8,6,9,8,16,24,5,10,11,15,35,67,27,54
109,97,28,21,5,1,33,23,19,19,20,21,18,17,12,14,9,13,20,26,7,8,18,16,35,63,28,61
101,93,25,19,8,6,34,26,12,26,34,14,27,11,4,9,8,10,12,23,6,8,18,13,28,52,29,60
122,100,30,23,4,4,35,24,25,18,20,30,19,25,9,9,15,7,20,15,5,7,13,18,44,71,27,63
110,84,24,17,3,4,36,27,15,25,33,14,26,11,5,9,3,4,23,14,10,5,10,11,27,48,29,66
113,106,22,20,5,2,27,24,16,23,33,23,25,17,10,12,6,8,18,15,6,3,13,16,35,60,40,67
106,105,23,22,1,9,34,35,20,23,30,18,20,12,12,7,8,2,12,18,4,11,4,11,37,78,30,67
107,94,22,14,10,5,34,25,22,24,25,26,19,15,7,17,4,10,19,7,10,1,19,14,29,54,38,84
108,97,26,15,10,0,31,26,18,23,30,24,20,23,10,10,6,6,10,16,4,6,13,11,38,65,28,67
131,121,32,28,3,2,26,26,25,19,26,34,24,26,6,13,14,7,27,21,13,7,13,18,34,60,37,65
102,108,16,22,8,7,31,36,24,20,24,25,20,17,13,13,4,5,25,31,8,11,11,11,29,65,29,57
93,80,21,16,6,4,29,33,15,23,21,15,15,12,20,11,12,5,14,8,2,2,10,19,36,81,31,69
85,92,20,16,3,6,32,42,26,16,22,28,15,24,9,11,10,5,22,19,4,6,9,17,29,62,25,56
93,92,16,17,3,4,33,32,14,16,22,15,17,9,18,17,11,10,13,15,4,5,17,16,32,73,34,71
108,114,23,22,3,3,37,37,22,23,30,23,23,14,10,11,8,9,17,30,5,14,18,17,35,73,29,68
92,88,12,14,3,4,35,29,21,21,30,22,26,16,15,8,6,9,32,18,10,6,12,11,18,44,27,60
104,96,24,22,3,4,34,34,17,23,35,11,29,8,13,14,13,7,25,18,7,4,15,19,27,57,38,73
106,102,24,20,2,8,28,24,26,19,28,34,22,28,4,15,8,9,22,16,12,8,16,13,24,45,25,60
89,115,20,20,3,7,31,33,24,22,26,33,22,29,6,20,5,10,9,22,3,8,19,10,29,64,31,72
87,94,15,25,5,4,30,33,13,28,29,16,22,10,12,10,7,10,17,23,5,10,13,11,25,59,27,58
147,116,39,25,7,5,39,26,16,25,32,21,17,16,14,3,3,6,18,32,6,12,9,9,56,78,32,59
110,100,22,23,10,2,35,30,29,28,33,39,26,32,9,18,8,14,17,9,6,0,22,15,33,57,34,79
76,74,10,13,6,5,36,37,19,20,31,18,24,11,17,12,4,2,12,8,2,3,8,13,23,66,27,69
123,107,23,20,6,2,38,30,15,19,18,13,15,11,16,7,7,11,18,21,10,6,16,15,39,80,39,72
77,71,19,8,13,5,37,35,27,21,20,34,14,27,13,8,6,6,28,13,7,2,10,15,21,50,19,59
106,86,28,19,4,6,30,26,20,16,26,24,17,15,11,18,12,3,13,13,3,3,12,17,40,64,31,66
93,102,22,19,2,4,28,32,22,19,17,22,14,19,11,8,10,11,15,17,5,5,18,17,32,65,34,58
90,100,22,17,4,4,26,36,13,25,28,14,20,12,16,11,6,10,17,12,4,4,13,13,29,66,38,71
