Date,Team,O.Team,Points,O.Points,Assists,O.Assists,BiggestLead,O.BiggestLead,Blocks,O.Blocks,DefensiveRebounds,O.DefensiveRebounds,FastBreakPoints,O.FastBreakPoints,FieldGoalsAttempted,O.FieldGoalsAttempted,FieldGoalsMade,O.FieldGoalsMade,Fouls,O.Fouls,FreeThrowsAttempted,O.FreeThrowsAttempted,FreeThrowsMade,O.FreeThrowsMade,MarginAtTheHalf,O.MarginAtTheHalf,OffensiveRebounds,O.OffensiveRebounds,Rebounds,O.Rebounds,Steals,O.Steals,ThreePointersAttempted,O.ThreePointersAttempted,ThreePointersMade,O.ThreePointersMade,Turnovers,O.Turnovers,Playoffs
20110531,Heat,Mavericks,92,84,20,18,12,8,4,8,30,30,7,12,80,67,31,25,21,22,26,32,19,25,-1,1,16,6,46,36,5,6,24,22,11,9,10,11,1
20110602,Heat,Mavericks,93,95,13,18,15,9,7,2,24,30,16,13,73,75,34,36,17,20,24,21,16,17,0,0,6,11,30,41,15,8,30,17,9,6,12,18,1
20110605,Mavericks,Heat,86,88,18,20,5,14,8,5,30,27,16,14,70,78,28,34,14,27,27,15,22,12,-5,5,12,9,42,36,3,8,21,19,8,8,14,10,1
20110607,Mavericks,Heat,86,83,13,19,6,9,2,5,29,29,6,11,73,75,29,32,18,23,30,24,24,17,-2,2,12,15,41,44,7,8,19,14,4,2,11,13,1
20110609,Mavericks,Heat,112,103,23,25,9,6,3,4,22,27,14,11,69,70,39,37,20,26,27,26,21,21,3,-3,4,9,26,36,8,5,19,20,13,8,11,16,1
20110612,Heat,Mavericks,95,105,20,19,9,13,3,1,30,30,13,17,72,82,34,41,14,24,33,18,20,12,-2,2,9,10,39,40,7,11,23,26,7,11,16,14,1
20111225,Knicks,Celtics,106,104,17,28,17,10,11,5,23,28,8,16,74,76,35,39,25,28,34,31,27,24,10,-10,8,13,31,41,9,7,20,5,9,2,16,18,0
20111225,Lakers,Bulls,87,88,22,21,11,8,8,4,30,25,10,12,76,89,36,36,20,21,20,14,11,9,-7,7,12,16,42,41,6,14,16,15,4,7,17,14,0
20111225,Mavericks,Heat,94,105,23,18,0,35,0,6,23,36,10,31,82,78,31,38,29,28,30,36,23,25,-21,21,8,15,31,51,10,9,28,7,9,4,17,22,0
20111225,Thunder,Magic,97,89,21,18,22,7,5,4,36,31,9,8,72,81,34,30,22,25,26,26,19,21,14,-14,7,14,43,45,8,7,19,28,10,8,16,18,0
20111225,Warriors,Clippers,86,105,17,22,6,19,8,8,31,30,11,9,82,81,32,37,32,19,24,38,17,23,2,-2,17,13,48,43,4,9,21,23,5,8,16,10,0
20111226,Hornets,Bucks,96,95,27,21,9,14,6,2,37,31,16,9,86,84,38,34,20,20,21,23,16,19,-11,11,15,8,52,39,3,6,19,23,4,8,16,12,0
20111226,Cavaliers,Raptors,96,104,21,35,4,15,1,9,22,34,11,0,85,79,35,42,16,22,28,13,20,11,-10,10,15,11,37,45,7,4,20,21,6,9,7,12,0
20111226,Kings,Lakers,100,91,16,21,15,4,6,6,30,29,19,12,75,88,35,37,19,25,35,19,21,16,9,-9,10,16,40,45,4,6,18,16,9,1,11,11,0
20111226,Magic,Rockets,104,95,19,26,12,2,4,5,29,30,8,11,83,82,44,36,15,17,10,20,7,17,3,-3,6,11,35,41,1,4,22,27,9,6,11,9,0
20111226,Mavericks,Nuggets,93,115,19,18,3,33,3,3,32,37,12,20,76,79,32,39,28,18,27,34,21,27,-27,27,5,10,37,47,11,15,27,27,8,10,19,15,0
20111226,Pacers,Pistons,91,79,20,17,24,0,9,8,35,31,13,9,87,75,32,27,20,19,25,21,20,18,14,-14,18,9,53,40,9,5,15,19,7,7,10,16,0
20111226,Spurs,Grizzlies,95,82,23,18,19,10,5,2,25,33,15,17,88,73,35,34,20,25,22,19,15,11,-1,1,12,9,37,42,13,9,33,7,10,3,13,24,0
20111226,Suns,Pelicans,84,85,23,10,6,9,3,5,33,35,14,13,81,79,32,35,24,22,19,21,15,13,-6,6,12,12,45,47,9,9,25,16,5,2,14,13,0
20111226,Timberwolves,Thunder,100,104,22,18,7,12,2,5,30,34,15,20,87,78,39,35,24,26,26,31,19,29,-6,6,10,8,40,42,4,6,22,16,3,5,12,17,0
20111226,Trailblazers,Seventysixers,107,103,24,21,16,2,6,7,33,38,15,12,97,83,40,40,19,25,23,19,18,15,4,-4,17,9,50,47,11,6,19,19,9,8,12,20,0
20111226,Warriors,Bulls,99,91,22,16,19,2,5,3,29,33,20,17,77,82,36,34,19,21,31,22,23,15,16,-16,7,14,36,47,16,3,15,24,4,8,10,20,0
20111226,Wizards,Nets,84,90,13,17,21,8,7,3,31,40,12,2,74,86,31,34,17,26,34,20,21,16,8,-8,8,18,39,58,8,7,7,26,1,6,11,15,0
20111227,Bucks,Timberwolves,98,95,24,14,20,4,5,0,29,38,16,12,94,70,40,28,28,24,20,45,16,33,12,-12,16,16,45,54,13,6,16,14,2,6,12,25,0
20111227,Heat,Celtics,115,107,22,20,20,2,8,3,32,24,19,23,75,72,42,37,22,27,35,27,25,21,15,-15,6,4,38,28,16,9,10,19,6,12,20,24,0
20111227,Lakers,Jazz,96,71,17,20,29,5,9,6,35,28,16,16,71,90,30,29,21,28,37,17,30,12,10,-10,11,18,46,46,8,6,16,13,6,1,9,10,0
20111227,Nets,Hawks,70,106,9,23,0,39,5,4,27,34,8,16,71,86,22,38,22,23,26,21,21,18,-22,22,9,17,36,51,5,11,24,23,5,12,18,12,0
20111227,Trailblazers,Kings,101,79,25,11,25,12,8,4,29,28,17,7,85,82,38,31,23,27,28,22,22,14,0,0,15,14,44,42,6,1,18,16,3,3,10,18,0
20111228,Hornets,Heat,95,96,22,19,16,4,9,10,38,25,21,20,82,78,39,36,22,17,16,28,10,23,15,-15,15,5,53,30,5,7,18,6,7,1,21,10,0
20111228,Grizzlies,Thunder,95,98,13,16,1,12,6,8,30,29,15,6,87,77,34,29,22,24,33,38,25,30,-5,5,19,12,49,41,5,4,16,25,2,10,12,10,0
20111228,Hawks,Wizards,101,83,21,16,23,0,5,3,34,26,17,12,75,77,32,30,21,24,35,22,28,17,13,-13,11,6,45,32,6,10,23,16,9,6,14,16,0
20111228,Pelicans,Celtics,97,78,16,16,21,7,12,12,36,24,7,10,79,78,36,29,20,22,25,18,21,13,9,-9,12,13,48,37,7,4,12,17,4,7,9,12,0
20111228,Nuggets,Jazz,117,100,29,25,27,5,3,3,33,31,27,17,86,79,46,38,20,23,26,25,19,17,17,-17,12,8,45,39,17,10,19,16,6,7,18,22,0
20111228,Pistons,Cavaliers,89,105,16,28,4,19,1,3,16,28,5,13,81,70,36,40,21,15,11,22,8,18,-11,11,10,12,26,40,11,9,21,12,9,7,16,21,0
20111228,Raptors,Pacers,85,90,21,20,2,14,5,2,29,29,10,9,79,81,36,32,25,16,13,22,7,19,-4,4,10,12,39,41,13,10,15,16,6,7,19,16,0
20111228,Spurs,Clippers,115,90,27,17,27,5,1,5,36,20,20,14,80,74,45,29,23,17,15,33,15,25,4,-4,7,10,43,30,3,8,19,20,10,7,15,12,0
20111228,Suns,Seventysixers,83,103,15,22,1,34,3,2,31,36,6,20,80,86,33,41,17,19,18,18,15,14,-14,14,8,12,39,48,3,11,11,17,2,7,12,10,0
20111228,Warriors,Knicks,92,78,20,15,19,8,4,0,36,27,8,24,77,70,35,28,17,21,24,25,16,18,-6,6,11,4,47,31,12,7,16,21,6,4,14,15,0
20111229,Kings,Bulls,98,108,13,25,3,15,2,5,24,33,14,33,83,80,35,43,19,27,34,21,20,16,-7,7,18,8,42,41,8,6,17,12,8,6,14,18,0
20111229,Lakers,Knicks,99,82,23,15,22,6,7,6,34,23,7,6,73,67,38,21,28,20,22,41,14,34,12,-12,6,9,40,32,6,11,16,22,9,6,14,12,0
20111229,Magic,Nets,94,78,25,17,20,1,4,5,35,33,14,7,81,77,36,29,19,26,25,21,13,14,6,-6,11,9,46,42,8,5,21,17,9,6,13,15,0
20111229,Rockets,Spurs,105,85,21,12,25,0,8,7,33,24,14,10,85,93,43,35,17,10,13,20,10,13,18,-18,13,22,46,46,7,4,26,17,9,2,11,12,0
20111229,Thunder,Mavericks,104,102,19,25,8,12,8,1,32,24,17,10,63,90,37,38,19,24,32,21,24,17,4,-4,6,14,38,38,8,14,14,26,6,9,26,12,0
20111229,Trailblazers,Nuggets,111,102,20,17,13,4,9,2,43,27,11,28,79,87,41,35,25,20,23,33,21,28,0,0,7,3,50,30,3,16,20,20,8,4,25,7,0
20111230,Hornets,Magic,79,100,19,23,0,21,3,7,29,35,6,6,83,84,30,37,23,16,18,24,14,14,-13,13,12,14,41,49,6,3,15,28,5,12,12,11,0
20111230,Bucks,Wizards,102,81,26,19,26,1,7,5,40,26,20,6,73,85,39,30,19,22,25,19,16,14,24,-24,10,9,50,35,5,9,20,18,8,7,20,14,0
20111230,Celtics,Pistons,96,85,25,18,25,2,6,0,25,23,11,5,67,79,35,34,18,14,19,15,19,14,7,-7,5,12,30,35,4,3,16,16,7,3,10,9,0
20111230,Clippers,Bulls,101,114,26,29,8,15,3,2,22,30,9,10,80,78,41,39,22,19,20,34,12,29,-5,5,9,15,31,45,6,4,15,17,7,7,11,12,0
20111230,Grizzlies,Rockets,113,93,23,19,25,5,7,4,35,27,20,14,80,79,45,34,19,29,33,18,23,14,6,-6,7,6,42,33,10,9,5,29,0,11,16,19,0
20111230,Hawks,Nets,105,98,22,20,9,5,6,2,23,25,13,10,77,82,37,38,15,26,38,14,27,13,6,-6,15,15,38,40,7,7,15,20,4,9,12,13,0
20111230,Pelicans,Suns,78,93,14,22,6,18,5,10,33,37,6,17,90,78,26,33,24,22,28,22,23,20,-7,7,24,10,57,47,4,3,14,23,3,7,13,10,0
20111230,Jazz,Seventysixers,102,99,17,19,8,13,9,3,32,33,16,20,79,77,35,37,23,22,33,29,26,21,2,-2,9,7,41,40,8,7,16,13,6,4,11,12,0
20111230,Mavericks,Raptors,99,86,21,20,13,7,4,1,33,33,11,8,72,72,32,33,13,23,38,18,28,14,4,-4,7,5,40,38,11,8,25,14,7,6,10,17,0
20111230,Pacers,Cavaliers,98,91,15,13,11,8,10,9,43,40,10,13,94,88,36,34,27,28,32,31,24,18,-2,2,17,9,60,49,9,7,10,25,2,5,16,18,0
20111230,Timberwolves,Heat,101,103,21,29,5,13,4,6,37,33,8,27,83,93,39,46,22,21,20,14,12,8,2,-2,12,9,49,42,11,14,29,14,11,3,25,15,0
20111231,Kings,Knicks,92,114,15,26,5,29,2,6,29,26,9,8,86,89,30,40,22,35,41,27,26,24,-14,14,22,17,51,43,7,7,22,28,6,10,12,12,0
20111231,Lakers,Nuggets,92,89,24,22,7,6,4,5,36,28,8,19,86,80,39,34,20,17,15,22,12,14,1,-1,14,8,50,36,6,11,24,26,2,7,19,14,0
20111231,Pistons,Pacers,96,88,25,17,19,3,2,5,39,30,16,11,82,76,39,30,23,19,13,28,10,23,8,-8,10,6,49,36,4,14,15,15,8,5,18,11,0
20111231,Rockets,Hawks,95,84,26,16,17,0,6,6,34,34,16,12,82,80,38,35,18,14,13,16,10,10,7,-7,11,6,45,40,7,4,19,16,9,4,12,12,0
20111231,Spurs,Jazz,104,89,26,11,27,0,5,9,41,30,16,19,74,89,36,33,21,25,31,25,22,21,15,-15,5,14,46,44,4,13,16,16,10,2,19,7,0
20111231,Thunder,Suns,107,97,25,19,24,0,6,7,37,24,21,5,77,88,41,35,27,16,18,23,16,19,14,-14,8,13,45,37,9,9,22,26,9,8,21,12,0
20111231,Warriors,Seventysixers,79,107,20,29,13,28,2,6,32,38,8,19,89,79,34,39,22,17,12,31,7,18,-8,8,16,10,48,48,7,12,17,20,4,11,14,12,0
20120101,Bulls,Grizzlies,104,64,24,13,46,2,12,4,38,26,33,13,84,84,39,26,15,18,29,14,21,11,26,-26,17,14,55,40,10,10,13,9,5,1,14,16,0
20120101,Cavaliers,Nets,98,82,24,16,18,7,10,6,26,24,11,5,78,71,38,27,26,16,11,28,6,21,-6,6,10,8,36,32,11,11,26,22,16,7,20,21,0
20120101,Clippers,Trailblazers,93,88,25,20,17,2,2,2,30,33,15,5,75,78,36,33,18,24,24,22,15,18,8,-8,8,13,38,46,11,9,24,15,6,4,21,21,0
20120101,Heat,Hornets,129,90,33,20,46,0,3,3,42,29,30,11,80,92,48,35,18,20,31,21,26,14,28,-28,5,11,47,40,10,9,11,18,7,6,15,16,0
20120101,Kings,Pelicans,96,80,16,24,20,7,6,2,29,38,32,12,85,89,35,36,15,18,21,16,18,8,-2,2,12,22,41,60,12,4,23,15,8,0,10,19,0
20120101,Magic,Raptors,102,96,20,23,7,16,6,2,25,28,9,10,75,70,37,32,22,27,24,29,16,27,-5,5,8,5,33,33,4,4,27,13,12,5,12,11,0
20120101,Nuggets,Lakers,99,90,21,19,11,5,2,4,39,32,26,5,71,88,33,35,18,28,37,24,31,16,11,-11,5,12,44,44,9,8,18,23,2,4,15,15,0
20120101,Timberwolves,Mavericks,99,82,15,17,17,5,3,9,37,29,4,24,85,77,36,29,17,22,24,21,17,17,9,-9,17,6,54,35,7,11,22,24,10,7,16,17,0
20120101,Wizards,Celtics,86,94,15,26,2,19,8,5,29,33,19,11,78,74,32,37,21,20,23,23,20,15,-17,17,10,8,39,41,9,7,16,12,2,5,14,16,0
20120102,Celtics,Wizards,100,92,28,14,9,4,4,10,31,29,11,17,83,83,38,35,23,17,21,23,14,19,-1,1,12,13,43,42,3,10,20,11,10,3,15,11,0
20120102,Heat,Hawks,92,100,23,19,10,11,3,5,31,30,10,9,73,82,34,39,15,21,28,20,19,13,3,-3,9,10,40,40,5,10,13,16,5,9,16,10,0
20120102,Jazz,Pelicans,94,90,20,22,7,7,6,4,27,30,14,4,76,74,37,37,18,24,23,16,15,13,3,-3,9,7,36,37,6,5,15,10,5,3,12,15,0
20120102,Knicks,Raptors,85,90,14,21,2,18,3,5,33,40,9,8,78,68,28,30,24,30,25,29,19,23,-17,17,6,4,39,44,8,5,35,17,10,7,11,18,0
20120102,Mavericks,Thunder,100,87,21,12,16,2,4,5,30,29,10,28,80,77,39,31,23,17,20,26,17,20,7,-7,11,12,41,41,8,6,16,19,5,5,12,13,0
20120102,Nets,Pacers,94,108,15,26,0,19,10,6,20,28,18,15,89,78,33,41,16,23,26,18,21,13,-6,6,20,14,40,42,9,7,28,21,7,13,10,15,0
20120102,Nuggets,Bucks,91,86,22,19,5,9,6,8,36,29,24,10,83,88,33,37,15,20,27,11,21,7,0,0,13,9,49,38,7,8,19,19,4,5,16,14,0
20120102,Pistons,Magic,89,78,19,20,11,8,3,3,28,21,6,5,62,63,31,28,19,24,33,21,25,14,-2,2,11,7,39,28,8,12,8,22,2,8,17,17,0
20120102,Suns,Warriors,102,91,23,27,12,6,2,3,33,29,10,6,87,72,39,36,18,24,21,20,16,12,4,-4,16,7,49,36,6,6,23,17,8,7,11,17,0
20120102,Timberwolves,Spurs,106,96,18,26,17,7,7,3,31,21,8,5,71,82,41,36,18,15,15,21,12,17,7,-7,7,9,38,30,4,9,21,20,12,7,19,9,0
20120103,Bulls,Hawks,76,74,16,19,2,19,8,4,36,34,18,6,77,80,26,28,21,17,26,25,20,14,-12,12,11,10,47,44,7,8,17,15,4,4,14,12,0
20120103,Cavaliers,Hornets,115,101,25,20,21,9,8,6,32,36,19,15,90,90,45,40,19,22,26,19,15,17,6,-6,9,10,41,46,9,2,21,14,10,4,9,13,0
20120103,Grizzlies,Kings,113,96,20,13,23,5,2,5,34,27,21,13,91,83,50,34,17,18,16,23,11,19,2,-2,15,14,49,41,14,11,8,24,2,9,15,19,0
20120103,Jazz,Bucks,85,73,24,16,15,5,12,5,40,25,20,8,66,95,32,29,24,19,28,16,18,13,9,-9,10,23,50,48,9,8,13,21,3,2,24,14,0
20120103,Lakers,Rockets,108,99,25,27,11,3,4,0,43,28,8,18,78,96,41,41,15,25,27,7,21,6,4,-4,10,10,53,38,2,8,14,31,5,11,15,8,0
20120103,Thunder,Trailblazers,93,103,22,20,7,12,6,4,30,35,24,10,83,76,36,34,22,16,21,36,16,29,2,-2,10,11,40,46,7,6,20,15,5,6,10,9,0
20120104,Celtics,Nets,89,70,24,15,24,4,4,1,33,24,14,4,71,74,35,30,20,23,21,10,13,6,-1,1,12,10,45,34,7,8,16,20,6,4,13,13,0
20120104,Clippers,Rockets,117,89,30,15,30,2,3,0,28,27,22,16,82,76,47,35,17,23,24,17,17,12,12,-12,5,6,33,33,12,3,16,16,6,7,7,19,0
20120104,Heat,Pacers,118,83,25,12,37,3,1,3,35,27,13,7,80,69,42,24,25,26,28,39,26,30,23,-23,7,9,42,36,12,7,21,19,8,5,13,23,0
20120104,Pelicans,Seventysixers,93,101,21,22,14,10,5,7,30,27,11,13,79,86,35,41,18,19,25,18,20,15,7,-7,12,11,42,38,6,8,10,16,3,4,13,8,0
20120104,Knicks,Hornets,110,118,19,27,2,16,5,0,29,30,15,13,85,85,42,47,20,16,20,21,15,17,-10,10,11,7,40,37,8,9,29,11,11,7,17,13,0
20120104,Magic,Wizards,103,85,27,12,28,0,3,8,37,30,17,16,85,93,39,34,13,21,25,18,17,15,18,-18,17,14,54,44,4,7,19,12,8,2,15,9,0
20120104,Mavericks,Suns,98,89,30,18,21,5,2,3,34,31,4,6,91,82,38,37,19,21,21,15,14,10,8,-8,19,11,53,42,10,6,22,17,8,5,13,15,0
20120104,Nuggets,Kings,110,83,31,12,31,2,11,7,43,21,31,9,76,93,46,30,22,17,22,24,15,21,17,-17,7,15,50,36,14,16,9,21,3,2,27,16,0
20120104,Pistons,Bulls,83,99,18,31,0,20,1,5,27,32,11,25,88,76,36,40,16,12,12,21,10,14,-16,16,11,8,38,40,9,6,6,12,1,5,11,15,0
20120104,Raptors,Cavaliers,92,77,23,16,20,3,3,6,36,32,4,4,77,81,36,24,18,17,13,26,10,22,7,-7,7,13,43,45,4,6,28,23,10,7,11,11,0
20120104,Spurs,Warriors,101,95,23,18,6,10,7,6,36,32,14,15,78,80,37,37,14,20,24,19,17,12,-8,8,9,5,45,37,4,9,17,20,10,9,13,10,0
20120104,Timberwolves,Grizzlies,86,90,15,16,5,15,3,2,33,32,9,25,82,80,33,33,20,19,24,25,13,21,-6,6,17,14,50,46,5,13,21,9,7,3,17,10,0
20120105,Hawks,Heat,109,116,22,25,5,13,5,6,36,42,12,6,94,102,36,45,24,35,46,23,31,18,-5,5,15,14,51,56,10,6,22,28,6,8,17,21,0
20120105,Kings,Bucks,103,100,16,26,7,21,4,2,32,24,12,19,91,76,37,39,18,27,30,21,25,13,-21,21,23,7,55,31,10,12,21,19,4,9,19,20,0
20120105,Spurs,Mavericks,93,71,22,11,28,0,1,8,33,41,11,12,86,77,34,27,17,13,16,21,9,16,26,-26,9,11,42,52,9,5,33,19,16,1,8,15,0
20120105,Trailblazers,Lakers,107,96,20,15,14,7,7,6,29,34,11,4,89,79,41,37,20,20,26,27,20,22,-4,4,10,13,39,47,5,2,12,11,5,0,4,13,0
20120106,Hornets,Hawks,96,102,23,29,5,11,9,4,30,30,12,2,87,95,40,42,20,18,13,16,9,11,-5,5,13,16,43,46,5,8,18,20,7,7,14,14,0
20120106,Celtics,Pacers,74,87,16,17,4,15,7,1,29,33,8,0,66,79,26,32,15,23,24,18,17,15,-8,8,7,14,36,47,4,8,14,14,5,8,12,11,0
20120106,Pelicans,Nuggets,88,96,19,24,13,12,9,6,28,29,7,19,77,79,36,37,23,13,10,22,8,17,6,-6,8,8,36,37,7,8,17,21,8,5,17,12,0
20120106,Jazz,Grizzlies,94,85,17,16,10,10,10,10,30,29,13,12,71,80,36,33,19,25,30,21,20,15,-2,2,8,12,38,41,10,9,8,17,2,4,14,19,0
20120106,Lakers,Warriors,97,90,27,19,13,8,4,1,32,24,10,6,77,77,37,38,18,28,29,19,20,10,-4,4,15,10,47,34,7,9,11,14,3,4,19,18,0
20120106,Magic,Bulls,83,97,15,27,8,17,3,4,28,32,4,11,75,86,30,38,16,18,21,17,16,13,-10,10,9,14,37,46,5,10,20,14,7,8,17,12,0
20120106,Raptors,Nets,85,97,19,21,4,21,10,0,30,31,8,10,73,80,33,31,26,19,19,27,13,20,-8,8,9,13,39,44,7,6,17,31,6,15,13,10,0
20120106,Seventysixers,Pistons,96,73,23,18,23,4,8,3,36,28,24,13,85,86,39,31,12,17,16,14,13,11,9,-9,13,14,49,42,9,9,18,10,5,0,12,14,0
20120106,Suns,Trailblazers,102,77,20,16,27,2,7,6,35,26,15,15,79,77,37,25,28,22,25,35,21,25,15,-15,12,12,47,38,9,7,20,19,7,2,14,17,0
20120106,Thunder,Rockets,109,94,20,19,27,2,4,6,31,29,17,16,80,78,42,36,18,22,25,27,19,19,17,-17,8,11,39,40,7,6,14,13,6,3,11,12,0
20120106,Timberwolves,Cavaliers,87,98,15,20,3,18,4,7,31,34,3,12,79,80,31,37,19,25,31,22,21,16,-7,7,12,11,43,45,8,11,20,17,4,8,16,14,0
20120106,Wizards,Knicks,96,99,18,22,16,9,12,3,34,34,31,15,85,89,41,39,26,18,13,21,8,15,1,-1,10,15,44,49,11,14,14,18,6,6,23,19,0
20120107,Clippers,Bucks,92,86,17,18,13,6,9,2,29,29,9,14,69,80,31,29,23,31,40,27,26,22,-2,2,8,13,37,42,10,7,19,20,4,6,13,14,0
20120107,Hawks,Bulls,109,94,32,21,29,0,8,5,27,26,27,17,83,82,47,36,16,9,6,20,6,16,18,-18,4,17,31,43,16,8,12,14,9,6,13,19,0
20120107,Mavericks,Pelicans,96,81,22,17,18,3,2,0,29,33,16,14,74,64,32,26,21,19,29,28,24,23,11,-11,6,6,35,39,12,11,19,11,8,6,14,20,0
20120107,Nets,Heat,90,101,24,27,0,24,3,8,25,35,11,34,83,76,28,38,21,27,32,24,24,20,-22,22,18,10,43,45,14,12,33,15,10,5,21,22,0
20120107,Pacers,Hornets,99,77,15,12,22,9,6,7,32,26,14,3,77,89,39,29,20,21,26,21,19,14,-6,6,13,22,45,48,6,4,9,16,2,5,11,13,0
20120107,Pistons,Knicks,80,103,17,26,3,30,5,5,26,36,7,8,78,83,29,39,21,20,22,20,13,17,-22,22,15,12,41,48,8,12,26,28,9,8,20,11,0
20120107,Rockets,Thunder,95,98,23,18,12,7,5,3,27,26,19,6,87,85,38,36,21,16,15,22,14,19,-2,2,14,18,41,44,7,3,14,21,5,7,11,16,0
20120107,Seventysixers,Raptors,97,62,20,15,35,1,8,5,40,33,14,6,83,85,36,27,10,20,27,12,20,7,7,-7,11,15,51,48,13,4,21,12,5,1,8,17,0
20120107,Spurs,Nuggets,121,117,27,25,20,0,5,4,23,23,9,28,89,81,49,46,19,17,18,26,14,17,7,-7,15,10,38,33,6,9,20,16,9,8,15,14,0
20120107,Warriors,Jazz,87,88,19,25,7,12,3,5,32,28,11,15,70,81,29,32,23,22,24,28,22,20,1,-1,10,15,42,43,3,9,19,16,7,4,17,9,0
20120108,Kings,Magic,97,104,16,24,9,9,5,1,35,26,19,4,73,87,38,37,24,20,24,31,18,20,-2,2,10,17,45,43,4,10,20,32,3,10,17,10,0
20120108,Lakers,Grizzlies,90,82,24,23,14,2,5,4,40,25,10,31,74,93,35,38,11,18,21,10,14,5,10,-10,13,9,53,34,6,18,19,9,6,1,27,9,0
20120108,Suns,Bucks,109,93,30,23,28,2,5,1,31,25,20,10,77,86,43,37,20,13,17,24,13,16,10,-10,7,15,38,40,10,9,22,15,10,3,14,13,0
20120108,Thunder,Spurs,108,96,25,20,25,4,8,2,41,32,21,15,75,84,38,35,19,22,29,25,25,19,6,-6,7,10,48,42,10,9,19,12,7,7,14,11,0
20120108,Trailblazers,Cavaliers,98,78,27,17,24,2,6,5,33,36,22,16,92,79,38,29,20,20,18,24,16,17,7,-7,9,10,42,46,14,8,23,24,6,3,14,24,0
20120108,Wizards,Timberwolves,72,93,15,22,4,21,10,7,29,34,21,6,87,80,30,36,17,18,16,15,9,11,-14,14,16,10,45,44,9,8,10,26,3,10,15,16,0
20120109,Bulls,Pistons,92,68,19,14,26,0,6,5,29,27,18,6,74,71,34,28,15,21,25,14,21,11,9,-9,12,10,41,37,5,2,16,4,3,1,10,18,0
20120109,Knicks,Hornets,91,87,16,21,11,10,4,3,36,39,16,9,79,82,30,34,22,24,40,15,30,12,5,-5,14,10,50,49,11,4,10,19,1,7,12,17,0
20120109,Nets,Hawks,101,106,24,26,2,16,3,2,30,24,5,10,77,78,36,42,20,17,21,19,18,13,-11,11,10,9,40,33,5,8,22,21,11,9,16,10,0
20120109,Nuggets,Pelicans,81,94,19,26,6,21,5,5,27,31,15,8,71,75,29,39,19,23,21,14,15,10,-8,8,8,9,35,40,4,8,23,10,8,6,17,16,0
20120109,Raptors,Timberwolves,97,87,16,14,12,8,9,4,30,24,10,12,77,80,34,27,28,26,28,33,26,26,6,-6,14,15,44,39,7,8,19,24,3,7,13,15,0
20120109,Seventysixers,Pacers,96,86,19,18,15,5,5,2,39,30,17,7,76,82,38,30,24,21,19,30,14,22,5,-5,9,13,48,43,7,11,17,13,6,4,18,16,0
20120110,Hornets,Rockets,70,82,16,18,5,15,7,9,32,43,10,18,88,83,30,32,19,17,11,16,9,12,-4,4,12,14,44,57,6,4,13,17,1,6,14,22,0
20120110,Bucks,Spurs,106,103,31,29,7,10,4,6,23,30,13,10,85,75,44,45,15,16,10,16,9,9,0,0,7,5,30,35,7,6,14,14,9,4,11,16,0
20120110,Grizzlies,Thunder,95,100,16,14,5,8,6,6,29,37,10,18,85,74,39,34,21,23,20,32,12,26,-2,2,10,14,39,51,6,4,12,15,5,6,9,14,0
20120110,Jazz,Cavaliers,113,105,24,13,11,2,7,5,28,24,13,10,76,78,45,35,30,27,29,43,20,31,9,-9,9,18,37,42,2,8,10,20,3,4,14,13,0
20120110,Lakers,Suns,99,83,27,18,16,9,2,1,35,26,6,4,80,80,39,34,18,16,23,12,19,8,4,-4,14,9,49,35,5,9,17,20,2,7,14,11,0
20120110,Pistons,Mavericks,86,100,17,28,0,28,2,4,24,31,17,14,69,69,30,38,18,23,25,27,20,20,-14,14,5,5,29,36,7,13,13,15,6,4,20,14,0
20120110,Seventysixers,Kings,112,85,30,16,34,3,7,4,42,30,16,9,83,86,47,34,15,13,19,21,13,13,10,-10,4,13,46,43,9,7,13,19,5,4,10,15,0
20120110,Timberwolves,Bulls,100,111,18,24,0,24,4,9,23,37,18,16,78,81,33,43,17,23,32,21,26,14,-6,6,7,10,30,47,10,4,22,20,8,11,11,18,0
20120110,Trailblazers,Clippers,105,97,21,18,11,2,2,4,27,26,7,8,72,83,37,37,24,27,32,24,26,17,7,-7,7,13,34,39,8,5,14,23,5,6,11,14,0
20120110,Warriors,Heat,111,106,23,16,7,17,9,5,34,34,14,30,95,85,38,39,26,23,30,40,26,26,-4,4,18,14,52,48,14,14,27,11,9,2,20,22,0
20120110,Wizards,Raptors,93,78,20,21,27,6,8,5,30,30,18,6,82,76,40,30,20,17,17,17,9,14,12,-12,9,14,39,44,12,7,13,20,4,4,13,22,0
20120111,Bulls,Wizards,78,64,17,12,14,4,10,12,39,32,4,17,90,84,33,26,14,15,16,12,9,9,8,-8,23,14,62,46,6,5,12,9,3,3,15,14,0
20120111,Celtics,Mavericks,85,90,19,18,5,13,4,3,33,31,15,2,64,79,29,35,17,21,32,25,23,14,-1,1,2,12,35,43,9,11,11,16,4,6,15,14,0
20120111,Clippers,Heat,95,89,22,18,6,11,8,6,35,37,8,26,86,81,36,32,22,22,23,34,17,20,-5,5,10,13,45,50,7,9,17,16,6,5,15,18,0
20120111,Pelicans,Thunder,85,95,20,19,10,12,5,10,28,29,8,10,80,73,36,35,17,18,17,26,12,18,-1,1,14,7,42,36,4,6,16,20,1,7,13,11,0
